uzytkownik;470;Łatwy;4.1.2024
Ala;476;Łatwy;4.1.2024
Konrad;544;Łatwy;9.1.2024
Marcin;508;Łatwy;9.1.2024
Michał;640;Średni;9.1.2024
Michał;504;Łatwy;9.1.2024
Konrad;608;Średni;9.1.2024
test;440;Łatwy;9.1.2024
test;61;Trudny;9.1.2024
test;85;Trudny;9.1.2024
Michał;528;Łatwy;10.1.2024
Michał;-40;Łatwy;10.1.2024
Michał;-20;Łatwy;10.1.2024
Michał;-20;Łatwy;10.1.2024
Michał;-20;Łatwy;10.1.2024
Michał;-20;Łatwy;10.1.2024
